all_scores,all_labels,all_trails
[-0.17504102],0,enroll/id00800-enroll.wav test/id00804-speech-01-008.wav
[-0.17642002],0,enroll/id00800-enroll.wav test/id00805-interview-02-001.wav
[-0.12765884],0,enroll/id00800-enroll.wav test/id00805-interview-02-003.wav
[-0.09750134],0,enroll/id00800-enroll.wav test/id00805-interview-02-004.wav
[-0.14041826],0,enroll/id00800-enroll.wav test/id00805-interview-02-005.wav
[-0.09822908],0,enroll/id00800-enroll.wav test/id00805-singing-01-001.wav
[-0.1353044],0,enroll/id00800-enroll.wav test/id00805-singing-01-002.wav
[-0.16744249],0,enroll/id00800-enroll.wav test/id00805-singing-01-003.wav
[-0.123197],0,enroll/id00800-enroll.wav test/id00805-singing-01-004.wav
[-0.09803063],0,enroll/id00800-enroll.wav test/id00806-interview-01-001.wav
[-0.05435671],0,enroll/id00800-enroll.wav test/id00806-interview-01-002.wav
[-0.07742711],0,enroll/id00800-enroll.wav test/id00806-interview-01-003.wav
[0.04857913],0,enroll/id00800-enroll.wav test/id00806-interview-01-004.wav
[-0.04873084],0,enroll/id00800-enroll.wav test/id00806-interview-01-005.wav
[-0.02454055],0,enroll/id00800-enroll.wav test/id00806-interview-01-006.wav
[-0.0884512],0,enroll/id00800-enroll.wav test/id00806-interview-01-007.wav
[-0.07063752],0,enroll/id00800-enroll.wav test/id00806-interview-01-008.wav
[-0.03760312],0,enroll/id00800-enroll.wav test/id00806-interview-01-009.wav
[0.18109275],0,enroll/id00800-enroll.wav test/id00806-interview-02-001.wav
[-0.170598],0,enroll/id00800-enroll.wav test/id00806-interview-03-001.wav
[-0.13620739],0,enroll/id00800-enroll.wav test/id00806-interview-03-002.wav
[-0.08343883],0,enroll/id00800-enroll.wav test/id00806-interview-03-003.wav
[-0.14418648],0,enroll/id00800-enroll.wav test/id00806-interview-03-004.wav
[-0.1276644],0,enroll/id00800-enroll.wav test/id00806-interview-03-005.wav
[-0.10323912],0,enroll/id00800-enroll.wav test/id00806-interview-03-006.wav
[-0.15474011],0,enroll/id00800-enroll.wav test/id00806-interview-03-007.wav
[-0.12600413],0,enroll/id00800-enroll.wav test/id00806-interview-03-008.wav
[-0.1692577],0,enroll/id00800-enroll.wav test/id00806-interview-03-009.wav
[-0.12340635],0,enroll/id00800-enroll.wav test/id00806-interview-03-010.wav
[-0.13275132],0,enroll/id00800-enroll.wav test/id00806-interview-03-011.wav
[-0.13169418],0,enroll/id00800-enroll.wav test/id00806-interview-03-012.wav
[-0.09118345],0,enroll/id00800-enroll.wav test/id00806-interview-03-013.wav
[-0.07164915],0,enroll/id00800-enroll.wav test/id00806-interview-03-014.wav
[-0.13603926],0,enroll/id00800-enroll.wav test/id00806-interview-03-015.wav
[-0.10570339],0,enroll/id00800-enroll.wav test/id00806-interview-03-016.wav
[-0.09334634],0,enroll/id00800-enroll.wav test/id00806-interview-03-017.wav
[-0.02421724],0,enroll/id00800-enroll.wav test/id00806-interview-03-018.wav
[-0.23465893],0,enroll/id00800-enroll.wav test/id00806-interview-03-019.wav
[-0.1688829],0,enroll/id00800-enroll.wav test/id00806-interview-03-020.wav
[-0.14502081],0,enroll/id00800-enroll.wav test/id00806-interview-03-021.wav
[-0.1349625],0,enroll/id00800-enroll.wav test/id00806-interview-03-022.wav
[-0.11611339],0,enroll/id00800-enroll.wav test/id00806-interview-03-023.wav
[-0.04514182],0,enroll/id00800-enroll.wav test/id00806-interview-03-024.wav
[-0.12981586],0,enroll/id00800-enroll.wav test/id00806-interview-03-025.wav
[-0.1801692],0,enroll/id00800-enroll.wav test/id00806-interview-03-026.wav
[-0.12235044],0,enroll/id00800-enroll.wav test/id00806-interview-03-027.wav
[-0.19844936],0,enroll/id00800-enroll.wav test/id00806-interview-03-028.wav
[-0.1390728],0,enroll/id00800-enroll.wav test/id00806-interview-03-029.wav
[-0.10241725],0,enroll/id00800-enroll.wav test/id00806-interview-03-030.wav
[-0.1537897],0,enroll/id00800-enroll.wav test/id00806-interview-03-031.wav
[-0.13558625],0,enroll/id00800-enroll.wav test/id00806-interview-03-032.wav
[-0.12838197],0,enroll/id00800-enroll.wav test/id00806-interview-03-033.wav
[-0.01937074],0,enroll/id00800-enroll.wav test/id00806-interview-03-034.wav
[-0.11897273],0,enroll/id00800-enroll.wav test/id00806-interview-03-035.wav
[-0.07304806],0,enroll/id00800-enroll.wav test/id00806-interview-03-036.wav
[-0.11055887],0,enroll/id00800-enroll.wav test/id00806-interview-03-037.wav
[-0.08501297],0,enroll/id00800-enroll.wav test/id00806-interview-03-038.wav
[-0.05995036],0,enroll/id00800-enroll.wav test/id00806-interview-03-039.wav
[-0.10894392],0,enroll/id00800-enroll.wav test/id00806-interview-03-040.wav
[-0.07098097],0,enroll/id00800-enroll.wav test/id00806-interview-03-041.wav
[-0.14810851],0,enroll/id00800-enroll.wav test/id00806-interview-03-042.wav
[-0.03929817],0,enroll/id00800-enroll.wav test/id00806-interview-03-043.wav
[-0.07590796],0,enroll/id00800-enroll.wav test/id00806-interview-03-045.wav
[-0.07224376],0,enroll/id00800-enroll.wav test/id00806-interview-03-046.wav
[-0.08885312],0,enroll/id00800-enroll.wav test/id00806-interview-03-047.wav
[-0.07133035],0,enroll/id00800-enroll.wav test/id00806-interview-03-048.wav
[-0.15747868],0,enroll/id00800-enroll.wav test/id00806-interview-03-049.wav
[-0.00791581],0,enroll/id00800-enroll.wav test/id00806-interview-03-050.wav
[-0.05026015],0,enroll/id00800-enroll.wav test/id00806-interview-03-051.wav
[-0.06073097],0,enroll/id00800-enroll.wav test/id00806-interview-03-052.wav
[-0.16991219],0,enroll/id00800-enroll.wav test/id00806-interview-03-053.wav
[-0.1561412],0,enroll/id00800-enroll.wav test/id00806-interview-03-054.wav
[-0.11399546],0,enroll/id00800-enroll.wav test/id00806-interview-03-055.wav
[-0.14192012],0,enroll/id00800-enroll.wav test/id00806-interview-03-056.wav
[-0.07086177],0,enroll/id00800-enroll.wav test/id00806-interview-03-059.wav
[-0.16718231],0,enroll/id00800-enroll.wav test/id00806-interview-03-060.wav
[-0.16483894],0,enroll/id00800-enroll.wav test/id00806-interview-03-061.wav
[-0.15989839],0,enroll/id00800-enroll.wav test/id00806-interview-03-062.wav
[-0.17931545],0,enroll/id00800-enroll.wav test/id00806-interview-03-063.wav
[0.00474671],0,enroll/id00800-enroll.wav test/id00806-interview-03-064.wav
[-0.09071846],0,enroll/id00800-enroll.wav test/id00806-interview-03-065.wav
[-0.02810592],0,enroll/id00800-enroll.wav test/id00806-interview-03-066.wav
[-0.0982938],0,enroll/id00800-enroll.wav test/id00806-interview-03-067.wav
[-0.16776867],0,enroll/id00800-enroll.wav test/id00806-interview-03-068.wav
[-0.10640179],0,enroll/id00800-enroll.wav test/id00806-interview-03-069.wav
[-0.15569869],0,enroll/id00800-enroll.wav test/id00806-interview-03-070.wav
[-0.19273779],0,enroll/id00800-enroll.wav test/id00806-interview-03-071.wav
[-0.10798509],0,enroll/id00800-enroll.wav test/id00806-interview-03-072.wav
[-0.10947984],0,enroll/id00800-enroll.wav test/id00806-interview-03-073.wav
[-0.16694173],0,enroll/id00800-enroll.wav test/id00806-interview-03-074.wav
[-0.06036582],0,enroll/id00800-enroll.wav test/id00806-interview-03-075.wav
[-0.15677702],0,enroll/id00800-enroll.wav test/id00806-interview-03-076.wav
[-0.08369378],0,enroll/id00800-enroll.wav test/id00806-interview-03-077.wav
[-0.09654498],0,enroll/id00800-enroll.wav test/id00806-interview-03-078.wav
[-0.13619936],0,enroll/id00800-enroll.wav test/id00806-interview-03-079.wav
[-0.10686612],0,enroll/id00800-enroll.wav test/id00806-interview-03-080.wav
[-0.14392486],0,enroll/id00800-enroll.wav test/id00806-interview-03-081.wav
[-0.16651785],0,enroll/id00800-enroll.wav test/id00806-interview-03-082.wav
[-0.06927226],0,enroll/id00800-enroll.wav test/id00806-interview-03-083.wav
[-0.10006607],0,enroll/id00800-enroll.wav test/id00806-interview-03-084.wav
[-0.12309086],0,enroll/id00800-enroll.wav test/id00806-interview-03-085.wav
[-0.03035295],0,enroll/id00800-enroll.wav test/id00806-interview-03-086.wav
[-0.12649164],0,enroll/id00800-enroll.wav test/id00806-interview-03-087.wav
[-0.17879121],0,enroll/id00800-enroll.wav test/id00806-interview-03-088.wav
[-0.07850482],0,enroll/id00800-enroll.wav test/id00806-interview-03-089.wav
[-0.1020725],0,enroll/id00800-enroll.wav test/id00806-interview-03-090.wav
[-0.02505104],0,enroll/id00800-enroll.wav test/id00806-speech-01-001.wav
[-0.00916243],0,enroll/id00800-enroll.wav test/id00806-speech-01-002.wav
[0.06483233],0,enroll/id00800-enroll.wav test/id00807-entertainment-01-001.wav
[0.06599148],0,enroll/id00800-enroll.wav test/id00807-entertainment-01-002.wav
[0.1085485],0,enroll/id00800-enroll.wav test/id00807-entertainment-01-003.wav
[0.11382619],0,enroll/id00800-enroll.wav test/id00807-entertainment-02-001.wav
[0.01104402],0,enroll/id00800-enroll.wav test/id00807-entertainment-02-002.wav
[0.12771353],0,enroll/id00800-enroll.wav test/id00807-entertainment-02-003.wav
[0.00407907],0,enroll/id00800-enroll.wav test/id00807-entertainment-02-004.wav
[0.04849977],0,enroll/id00800-enroll.wav test/id00807-entertainment-02-005.wav
[0.10845186],0,enroll/id00800-enroll.wav test/id00807-entertainment-02-006.wav
[-0.00413717],0,enroll/id00800-enroll.wav test/id00807-interview-01-001.wav
[-0.08427785],0,enroll/id00800-enroll.wav test/id00807-interview-01-002.wav
[0.05708774],0,enroll/id00800-enroll.wav test/id00807-interview-01-003.wav
[0.11911996],0,enroll/id00800-enroll.wav test/id00807-interview-01-004.wav
[0.1863552],0,enroll/id00800-enroll.wav test/id00807-interview-01-005.wav
[0.03281435],0,enroll/id00800-enroll.wav test/id00807-interview-01-006.wav
[-0.07550505],0,enroll/id00800-enroll.wav test/id00807-interview-01-007.wav
[0.09101796],0,enroll/id00800-enroll.wav test/id00807-interview-01-008.wav
[0.11962062],0,enroll/id00800-enroll.wav test/id00807-interview-01-009.wav
[0.04922527],0,enroll/id00800-enroll.wav test/id00807-interview-02-001.wav
[-0.16712496],0,enroll/id00800-enroll.wav test/id00807-interview-02-002.wav
[-0.08389974],0,enroll/id00800-enroll.wav test/id00807-interview-02-003.wav
[-0.30055916],0,enroll/id00800-enroll.wav test/id00807-interview-02-004.wav
[-0.05421088],0,enroll/id00800-enroll.wav test/id00807-interview-02-005.wav
[-0.07817321],0,enroll/id00800-enroll.wav test/id00807-interview-02-006.wav
[-0.1283987],0,enroll/id00800-enroll.wav test/id00807-interview-02-007.wav
[-0.12373517],0,enroll/id00800-enroll.wav test/id00807-interview-02-008.wav
[0.00145465],0,enroll/id00800-enroll.wav test/id00807-interview-03-001.wav
[0.0594004],0,enroll/id00800-enroll.wav test/id00807-interview-03-003.wav
[0.02384957],0,enroll/id00800-enroll.wav test/id00807-interview-03-004.wav
[-0.01450021],0,enroll/id00800-enroll.wav test/id00807-live_broadcast-01-001.wav
[0.02295479],0,enroll/id00800-enroll.wav test/id00807-live_broadcast-01-002.wav
[0.0660314],0,enroll/id00800-enroll.wav test/id00807-live_broadcast-01-003.wav
[0.03423676],0,enroll/id00800-enroll.wav test/id00807-live_broadcast-01-004.wav
[0.04074012],0,enroll/id00800-enroll.wav test/id00807-live_broadcast-01-005.wav
[0.02663695],0,enroll/id00800-enroll.wav test/id00807-live_broadcast-01-006.wav
[0.06048033],0,enroll/id00800-enroll.wav test/id00807-live_broadcast-01-007.wav
[0.02637596],0,enroll/id00800-enroll.wav test/id00807-live_broadcast-01-008.wav
[-0.07414517],0,enroll/id00800-enroll.wav test/id00807-live_broadcast-01-009.wav
[0.01109209],0,enroll/id00800-enroll.wav test/id00807-live_broadcast-01-010.wav
[0.01257479],0,enroll/id00800-enroll.wav test/id00807-live_broadcast-01-011.wav
[0.0521565],0,enroll/id00800-enroll.wav test/id00807-live_broadcast-01-012.wav
[-0.04797997],0,enroll/id00800-enroll.wav test/id00807-singing-01-001.wav
[-0.06278969],0,enroll/id00800-enroll.wav test/id00807-singing-01-002.wav
[0.00806312],0,enroll/id00800-enroll.wav test/id00807-singing-01-003.wav
[0.04702878],0,enroll/id00800-enroll.wav test/id00807-singing-01-004.wav
[-0.05657874],0,enroll/id00800-enroll.wav test/id00807-singing-01-005.wav
[-0.0556786],0,enroll/id00800-enroll.wav test/id00807-singing-01-006.wav
[0.09227267],0,enroll/id00800-enroll.wav test/id00807-speech-01-001.wav
[0.01854359],0,enroll/id00800-enroll.wav test/id00807-speech-01-002.wav
[0.08442826],0,enroll/id00800-enroll.wav test/id00807-speech-01-003.wav
[0.01497024],0,enroll/id00800-enroll.wav test/id00807-speech-01-004.wav
[0.04461743],0,enroll/id00800-enroll.wav test/id00807-speech-01-005.wav
[-0.05921992],0,enroll/id00800-enroll.wav test/id00808-live_broadcast-01-001.wav
[-0.03117426],0,enroll/id00800-enroll.wav test/id00808-live_broadcast-01-002.wav
[0.00680466],0,enroll/id00800-enroll.wav test/id00808-live_broadcast-01-003.wav
[0.03407009],0,enroll/id00800-enroll.wav test/id00808-live_broadcast-01-004.wav
[0.14692003],0,enroll/id00800-enroll.wav test/id00808-vlog-01-001.wav
[0.00406991],0,enroll/id00800-enroll.wav test/id00808-vlog-01-002.wav
[-0.03022912],0,enroll/id00800-enroll.wav test/id00808-vlog-01-003.wav
[-0.07123661],0,enroll/id00800-enroll.wav test/id00808-vlog-01-004.wav
[0.08823806],0,enroll/id00800-enroll.wav test/id00808-vlog-01-005.wav
[-0.05784164],0,enroll/id00800-enroll.wav test/id00808-vlog-01-006.wav
[-0.13418232],0,enroll/id00800-enroll.wav test/id00808-vlog-01-007.wav
[-0.03427877],0,enroll/id00800-enroll.wav test/id00808-vlog-01-008.wav
[0.13218556],0,enroll/id00800-enroll.wav test/id00808-vlog-01-009.wav
[-0.10816897],0,enroll/id00800-enroll.wav test/id00808-vlog-01-010.wav
[0.10151745],0,enroll/id00800-enroll.wav test/id00808-vlog-02-001.wav
[0.04548493],0,enroll/id00800-enroll.wav test/id00808-vlog-02-002.wav
[0.10268791],0,enroll/id00800-enroll.wav test/id00808-vlog-02-003.wav
[-0.02416852],0,enroll/id00800-enroll.wav test/id00808-vlog-03-001.wav
[-0.04950882],0,enroll/id00800-enroll.wav test/id00808-vlog-04-001.wav
[-0.04602695],0,enroll/id00800-enroll.wav test/id00808-vlog-04-002.wav
[-0.01508045],0,enroll/id00800-enroll.wav test/id00808-vlog-04-003.wav
[-0.06038479],0,enroll/id00800-enroll.wav test/id00808-vlog-04-004.wav
[0.02498708],0,enroll/id00800-enroll.wav test/id00808-vlog-04-005.wav
[0.01460976],0,enroll/id00800-enroll.wav test/id00808-vlog-04-006.wav
[0.17291155],0,enroll/id00800-enroll.wav test/id00808-vlog-04-007.wav
[-0.01640363],0,enroll/id00800-enroll.wav test/id00808-vlog-04-008.wav
[-0.05144868],0,enroll/id00800-enroll.wav test/id00808-vlog-04-009.wav
[-0.10381037],0,enroll/id00800-enroll.wav test/id00808-vlog-04-010.wav
[0.10298209],0,enroll/id00800-enroll.wav test/id00808-vlog-05-001.wav
[-0.057469],0,enroll/id00800-enroll.wav test/id00808-vlog-05-002.wav
[-0.04871467],0,enroll/id00800-enroll.wav test/id00808-vlog-05-003.wav
[0.04504848],0,enroll/id00800-enroll.wav test/id00808-vlog-05-004.wav
[-0.01358518],0,enroll/id00800-enroll.wav test/id00808-vlog-05-005.wav
[-0.19293734],0,enroll/id00800-enroll.wav test/id00808-vlog-05-006.wav
[-0.06724725],0,enroll/id00800-enroll.wav test/id00808-vlog-05-007.wav
[0.12540348],0,enroll/id00800-enroll.wav test/id00808-vlog-06-001.wav
[0.06281932],0,enroll/id00800-enroll.wav test/id00808-vlog-06-002.wav
[-0.0051897],0,enroll/id00800-enroll.wav test/id00808-vlog-06-003.wav
[-0.0284467],0,enroll/id00800-enroll.wav test/id00808-vlog-06-004.wav
[-0.0831724],0,enroll/id00800-enroll.wav test/id00808-vlog-06-005.wav
[0.09599349],0,enroll/id00800-enroll.wav test/id00808-vlog-07-001.wav
[0.08535725],0,enroll/id00800-enroll.wav test/id00808-vlog-07-003.wav
[0.02370761],0,enroll/id00800-enroll.wav test/id00808-vlog-07-004.wav
[0.11480403],0,enroll/id00800-enroll.wav test/id00808-vlog-07-005.wav
[0.18541387],0,enroll/id00800-enroll.wav test/id00808-vlog-07-006.wav
[0.12871033],0,enroll/id00800-enroll.wav test/id00808-vlog-07-007.wav
[0.1637955],0,enroll/id00800-enroll.wav test/id00808-vlog-07-008.wav
[0.04865226],0,enroll/id00800-enroll.wav test/id00808-vlog-07-009.wav
[0.15714844],0,enroll/id00800-enroll.wav test/id00808-vlog-07-010.wav
[0.19665882],0,enroll/id00800-enroll.wav test/id00808-vlog-08-001.wav
[0.1003015],0,enroll/id00800-enroll.wav test/id00808-vlog-08-002.wav
[-0.02615107],0,enroll/id00800-enroll.wav test/id00808-vlog-08-003.wav
[0.01092582],0,enroll/id00800-enroll.wav test/id00808-vlog-09-001.wav
[0.0452402],0,enroll/id00800-enroll.wav test/id00808-vlog-09-002.wav
[-0.03203116],0,enroll/id00800-enroll.wav test/id00808-vlog-09-003.wav
[0.13346048],0,enroll/id00800-enroll.wav test/id00808-vlog-09-004.wav
[0.02119816],0,enroll/id00800-enroll.wav test/id00808-vlog-09-005.wav
[0.09620022],0,enroll/id00800-enroll.wav test/id00808-vlog-09-006.wav
[-0.06844487],0,enroll/id00800-enroll.wav test/id00808-vlog-09-007.wav
[0.03076898],0,enroll/id00800-enroll.wav test/id00808-vlog-10-001.wav
[0.14196305],0,enroll/id00800-enroll.wav test/id00808-vlog-10-002.wav
[-0.0044994],0,enroll/id00800-enroll.wav test/id00808-vlog-10-003.wav
[0.11490964],0,enroll/id00800-enroll.wav test/id00808-vlog-10-004.wav
[0.15385334],0,enroll/id00800-enroll.wav test/id00808-vlog-10-005.wav
[0.00577634],0,enroll/id00800-enroll.wav test/id00808-vlog-10-006.wav
[0.17750193],0,enroll/id00800-enroll.wav test/id00808-vlog-10-007.wav
[0.07692425],0,enroll/id00800-enroll.wav test/id00808-vlog-10-008.wav
[0.16178557],0,enroll/id00800-enroll.wav test/id00808-vlog-10-009.wav
[0.03134195],0,enroll/id00800-enroll.wav test/id00808-vlog-10-010.wav
[0.07935822],0,enroll/id00800-enroll.wav test/id00808-vlog-11-001.wav
[0.06477222],0,enroll/id00800-enroll.wav test/id00808-vlog-12-001.wav
[0.12928753],0,enroll/id00800-enroll.wav test/id00808-vlog-12-002.wav
[0.13523287],0,enroll/id00800-enroll.wav test/id00808-vlog-12-003.wav
[0.12958124],0,enroll/id00800-enroll.wav test/id00808-vlog-12-004.wav
[-0.09553173],0,enroll/id00800-enroll.wav test/id00808-vlog-12-005.wav
[0.0675226],0,enroll/id00800-enroll.wav test/id00808-vlog-12-006.wav
[0.06285228],0,enroll/id00800-enroll.wav test/id00808-vlog-12-007.wav
[0.12804778],0,enroll/id00800-enroll.wav test/id00808-vlog-12-008.wav
[0.05835734],0,enroll/id00800-enroll.wav test/id00808-vlog-12-009.wav
[0.08302443],0,enroll/id00800-enroll.wav test/id00808-vlog-12-010.wav
[0.10025446],0,enroll/id00800-enroll.wav test/id00808-vlog-12-011.wav
[0.02376402],0,enroll/id00800-enroll.wav test/id00808-vlog-12-012.wav
[0.10745896],0,enroll/id00800-enroll.wav test/id00808-vlog-12-013.wav
[0.10306547],0,enroll/id00800-enroll.wav test/id00808-vlog-12-014.wav
[0.12440634],0,enroll/id00800-enroll.wav test/id00808-vlog-13-001.wav
[0.00022698],0,enroll/id00800-enroll.wav test/id00808-vlog-13-003.wav
[0.00265434],0,enroll/id00800-enroll.wav test/id00808-vlog-13-004.wav
[0.07655905],0,enroll/id00800-enroll.wav test/id00808-vlog-13-005.wav
[-0.02820516],0,enroll/id00800-enroll.wav test/id00808-vlog-13-006.wav
[0.13520537],0,enroll/id00800-enroll.wav test/id00808-vlog-13-007.wav
[-0.03898532],0,enroll/id00800-enroll.wav test/id00808-vlog-13-008.wav
[-0.14442421],0,enroll/id00800-enroll.wav test/id00808-vlog-13-009.wav
[-0.06604007],0,enroll/id00800-enroll.wav test/id00808-vlog-13-010.wav
[0.08593293],0,enroll/id00800-enroll.wav test/id00808-vlog-13-011.wav
[0.08810979],0,enroll/id00800-enroll.wav test/id00808-vlog-13-012.wav
[0.17529461],0,enroll/id00800-enroll.wav test/id00808-vlog-13-013.wav
[-0.00718666],0,enroll/id00800-enroll.wav test/id00808-vlog-13-015.wav
[0.31451052],0,enroll/id00800-enroll.wav test/id00809-entertainment-01-001.wav
[0.18239728],0,enroll/id00800-enroll.wav test/id00809-entertainment-01-002.wav
[-0.01632085],0,enroll/id00800-enroll.wav test/id00809-interview-01-001.wav
[0.09721835],0,enroll/id00800-enroll.wav test/id00809-interview-01-002.wav
[-0.03597301],0,enroll/id00800-enroll.wav test/id00809-interview-01-003.wav
[0.04080198],0,enroll/id00800-enroll.wav test/id00809-interview-01-004.wav
[0.05169613],0,enroll/id00800-enroll.wav test/id00809-interview-01-006.wav
[0.06548968],0,enroll/id00800-enroll.wav test/id00809-interview-01-007.wav
[0.08444577],0,enroll/id00800-enroll.wav test/id00809-interview-01-008.wav
[0.13691512],0,enroll/id00800-enroll.wav test/id00809-interview-02-001.wav
[0.15846099],0,enroll/id00800-enroll.wav test/id00809-interview-03-001.wav
[0.14861268],0,enroll/id00800-enroll.wav test/id00809-interview-03-002.wav
[0.14942062],0,enroll/id00800-enroll.wav test/id00809-interview-03-003.wav
[0.07457901],0,enroll/id00800-enroll.wav test/id00809-interview-03-004.wav
[0.0107246],0,enroll/id00800-enroll.wav test/id00809-interview-03-005.wav
[0.2040649],0,enroll/id00800-enroll.wav test/id00809-interview-03-006.wav
[-0.03537596],0,enroll/id00800-enroll.wav test/id00809-interview-03-007.wav
[0.14904311],0,enroll/id00800-enroll.wav test/id00809-interview-03-008.wav
[0.21295746],0,enroll/id00800-enroll.wav test/id00809-interview-03-010.wav
[0.07703284],0,enroll/id00800-enroll.wav test/id00809-interview-03-011.wav
[0.19705391],0,enroll/id00800-enroll.wav test/id00809-interview-03-012.wav
[0.0784342],0,enroll/id00800-enroll.wav test/id00809-interview-03-013.wav
[0.12294811],0,enroll/id00800-enroll.wav test/id00809-interview-03-014.wav
[0.15279475],0,enroll/id00800-enroll.wav test/id00809-interview-03-015.wav
[0.11485502],0,enroll/id00800-enroll.wav test/id00809-interview-03-016.wav
[0.06786408],0,enroll/id00800-enroll.wav test/id00809-interview-03-017.wav
[-0.00430884],0,enroll/id00800-enroll.wav test/id00809-interview-03-018.wav
[0.16245449],0,enroll/id00800-enroll.wav test/id00809-interview-03-019.wav
[0.29799506],0,enroll/id00800-enroll.wav test/id00809-interview-03-020.wav
[0.07850725],0,enroll/id00800-enroll.wav test/id00809-interview-03-021.wav
[-0.03291053],0,enroll/id00800-enroll.wav test/id00809-interview-03-022.wav
[0.04708982],0,enroll/id00800-enroll.wav test/id00809-interview-03-023.wav
[0.19393796],0,enroll/id00800-enroll.wav test/id00809-interview-04-001.wav
[0.05433541],0,enroll/id00800-enroll.wav test/id00809-interview-04-002.wav
[-0.02568034],0,enroll/id00800-enroll.wav test/id00809-interview-04-003.wav
[0.1930895],0,enroll/id00800-enroll.wav test/id00809-interview-04-004.wav
[0.13361892],0,enroll/id00800-enroll.wav test/id00809-interview-04-005.wav
[0.03778485],0,enroll/id00800-enroll.wav test/id00809-interview-04-006.wav
[0.16023378],0,enroll/id00800-enroll.wav test/id00809-interview-04-007.wav
[0.06555875],0,enroll/id00800-enroll.wav test/id00809-interview-04-008.wav
[0.07897685],0,enroll/id00800-enroll.wav test/id00809-interview-04-009.wav
[0.05601195],0,enroll/id00800-enroll.wav test/id00809-interview-04-010.wav
[0.00877063],0,enroll/id00800-enroll.wav test/id00809-interview-04-011.wav
[0.07368067],0,enroll/id00800-enroll.wav test/id00809-interview-04-012.wav
[0.06117048],0,enroll/id00800-enroll.wav test/id00809-interview-04-013.wav
[0.07051495],0,enroll/id00800-enroll.wav test/id00809-interview-04-014.wav
[0.08764362],0,enroll/id00800-enroll.wav test/id00809-interview-04-015.wav
[0.05441234],0,enroll/id00800-enroll.wav test/id00809-interview-04-016.wav
[-0.02918524],0,enroll/id00800-enroll.wav test/id00809-interview-04-017.wav
[0.15445049],0,enroll/id00800-enroll.wav test/id00809-interview-04-018.wav
[0.10480289],0,enroll/id00800-enroll.wav test/id00809-interview-04-019.wav
[0.16894546],0,enroll/id00800-enroll.wav test/id00809-interview-04-020.wav
[-0.04795603],0,enroll/id00800-enroll.wav test/id00809-interview-04-021.wav
[0.08487948],0,enroll/id00800-enroll.wav test/id00809-interview-04-022.wav
[-0.03512341],0,enroll/id00800-enroll.wav test/id00809-interview-04-023.wav
[0.12739672],0,enroll/id00800-enroll.wav test/id00809-interview-04-024.wav
[0.12853521],0,enroll/id00800-enroll.wav test/id00809-interview-04-025.wav
[0.18184416],0,enroll/id00800-enroll.wav test/id00809-interview-04-026.wav
[0.12745568],0,enroll/id00800-enroll.wav test/id00809-interview-04-027.wav
[0.32450598],0,enroll/id00800-enroll.wav test/id00809-interview-04-028.wav
[0.20305678],0,enroll/id00800-enroll.wav test/id00809-interview-04-029.wav
[0.11255927],0,enroll/id00800-enroll.wav test/id00809-interview-04-030.wav
[0.00157958],0,enroll/id00800-enroll.wav test/id00809-interview-04-031.wav
[0.09582052],0,enroll/id00800-enroll.wav test/id00809-interview-04-032.wav
[0.07434182],0,enroll/id00800-enroll.wav test/id00809-interview-04-033.wav
[0.10661474],0,enroll/id00800-enroll.wav test/id00809-interview-04-034.wav
[0.17653032],0,enroll/id00800-enroll.wav test/id00809-interview-04-035.wav
[0.09789549],0,enroll/id00800-enroll.wav test/id00809-interview-04-036.wav
[0.0162918],0,enroll/id00800-enroll.wav test/id00809-interview-04-037.wav
[0.10700659],0,enroll/id00800-enroll.wav test/id00809-interview-04-038.wav
[0.14983982],0,enroll/id00800-enroll.wav test/id00809-interview-04-039.wav
[0.23284474],0,enroll/id00800-enroll.wav test/id00809-interview-04-040.wav
[0.06017831],0,enroll/id00800-enroll.wav test/id00809-interview-04-041.wav
[0.05408899],0,enroll/id00800-enroll.wav test/id00809-interview-04-042.wav
[0.1431063],0,enroll/id00800-enroll.wav test/id00809-interview-04-043.wav
[0.09960435],0,enroll/id00800-enroll.wav test/id00809-interview-04-044.wav
[0.04142482],0,enroll/id00800-enroll.wav test/id00809-interview-04-045.wav
[0.0509987],0,enroll/id00800-enroll.wav test/id00809-interview-05-001.wav
[0.05418723],0,enroll/id00800-enroll.wav test/id00809-interview-05-002.wav
[-0.01048181],0,enroll/id00800-enroll.wav test/id00809-interview-06-001.wav
[-0.07885481],0,enroll/id00800-enroll.wav test/id00809-interview-06-002.wav
[-0.02456691],0,enroll/id00800-enroll.wav test/id00809-interview-06-003.wav
[-0.08847567],0,enroll/id00800-enroll.wav test/id00809-interview-06-005.wav
[-0.0842575],0,enroll/id00800-enroll.wav test/id00809-singing-01-001.wav
[-0.0588059],0,enroll/id00800-enroll.wav test/id00809-singing-01-002.wav
[-0.02053772],0,enroll/id00800-enroll.wav test/id00809-singing-01-003.wav
[-0.01918561],0,enroll/id00800-enroll.wav test/id00809-singing-01-004.wav
[-0.08726932],0,enroll/id00800-enroll.wav test/id00809-singing-01-005.wav
[-0.07206529],0,enroll/id00800-enroll.wav test/id00809-singing-01-006.wav
[-0.03259541],0,enroll/id00800-enroll.wav test/id00809-singing-02-001.wav
[-0.07835147],0,enroll/id00800-enroll.wav test/id00809-singing-02-002.wav
[-0.07038258],0,enroll/id00800-enroll.wav test/id00809-singing-02-003.wav
